Первый столбец,Второй столбец,n,t-статистика (t),Табличное критическое значение t-статистики (t крит.),|t| > t крит.,Качественная характеристика,Коэффициент корреляции
2. Возраст,3. Образование,106,8.276,1.983,True,***,0.63
